Account,date,Net PnL,Size USD,Fee,Trade Count,sentiment_value,rolling_7d_Net PnL_mean,rolling_7d_Net PnL_std,rolling_7d_Size USD_mean,rolling_7d_Size USD_std,rolling_7d_Trade Count_mean,rolling_7d_Trade Count_std,next_day_pnl,target_profitable,target_volatility,pred_profitability,pred_volatility
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2498.682783,54584.72,19.104602,64,78.0,2947.8363985150004,4535.984311457984,57173.52833333333,43800.94131249894,37.66666666666666,22.6156288143104,1592.35130083,1,1265.7150611125085,1,1948.0876789904678
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1592.35130083,112897.91,20.81460217,59,81.0,2754.195670274286,4172.342090033202,65134.15428571428,45192.58429683858,40.71428571428572,22.16389169884421,0.0,0,1264.9397265540683,1,2865.9858444416986
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,0.11,0.0,1,75.0,1085.443897987143,1463.476286157606,45727.41285714286,38427.33729746039,33.0,25.508168626278653,1125.90925,1,818.6190089894335,1,1081.4903960627798
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1125.90925,341740.78,119.60926,34,74.0,1246.2880765585717,1384.011685972324,94547.5157142857,113804.706359691,37.71428571428572,21.31286220192152,-61.51029,0,668.5083294152314,0,1808.6880047527882
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,-61.51029,36997.54,61.51029,13,61.0,1237.6889905900002,1393.2116009402123,92902.36714285715,114661.09337834571,34.714285714285715,23.307468657880783,4478.710747,1,2354.6001113804373,1,2544.417461176432
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4478.710747,41490.68,14.521732,17,75.0,1376.1007805900003,1675.9938338202617,91396.94571428571,115354.26096696989,33.42857142857143,24.102953780654783,957.886451,1,2382.190186351021,1,1707.018280029687
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,957.886451,84021.26999999999,89.144541,39,77.0,1513.1471774042857,1581.1150714619027,95961.85857142856,114164.58196890856,32.42857142857143,23.635123177572986,4717.09261983,1,2104.941038777071,1,1920.4667106458999
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4717.09261983,272092.55,124.96169717,124,77.0,1830.0628683800005,1982.8635142583212,127034.40571428568,129584.42629031838,41.0,41.28357219685977,1585.43578279,1,2013.8157698168827,1,2226.802175240074
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1585.43578279,588968.28,108.05738221,339,75.0,1829.0749372314287,1983.0034075724063,195044.45857142855,216624.9577403522,81.0,120.7656132072923,4196.90080075,1,1678.1747829932156,1,2090.8400448623615
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4196.90080075,129509.91,24.25559825,54,75.0,2428.632194481429,1972.249855180371,213545.8585714285,202243.50027839557,88.57142857142857,116.50015328009536,-1.05928092,0,2119.7320968501267,0,2150.060805492088
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,-1.05928092,66856.49,1.05928092,44,71.0,2267.6366900642856,2135.551984695302,174276.67428571428,199876.6084195002,90.0,115.77852420318142,6873.43136,1,3465.191342816694,1,3076.537543010124
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6873.43136,73755.74,25.814472,56,72.0,3258.3426400642857,2459.045363798863,179527.8457142857,196116.3878370551,96.14285714285714,112.09434801604787,-1.16815524,0,3969.020451759021,0,3609.39601007676
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,-1.16815524,73735.48,1.16815524,46,72.0,2618.3599397442854,2663.0024383091,184134.2457142857,192682.4064567552,100.28571428571428,109.1798428980281,7344.097366,1,4111.66167872267,1,3706.6040224119897
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7344.097366,81107.93000000001,28.387735,55,70.0,3530.675784744286,3063.1865904225238,183718.05428571432,192937.66690477668,102.57142857142856,107.84225693554627,1132.09884222,1,3954.452033773538,1,3720.0335143705342
