Account,date,Net PnL,Size USD,Fee,Trade Count,sentiment_value,rolling_7d_Net PnL_mean,rolling_7d_Net PnL_std,rolling_7d_Size USD_mean,rolling_7d_Size USD_std,rolling_7d_Trade Count_mean,rolling_7d_Trade Count_std,next_day_pnl,target_profitable,target_volatility
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31006.662196,527928.11,127.578406,102,30.0,5889.337594,11318.618666175445,514209.17571428575,241775.43269021896,45.714285714285715,30.031729252654777,-107.712409,0,17969.301126242073
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,-107.712409,567374.5700000001,107.712409,103,34.0,5846.513900714286,11344.304709364562,545213.9628571429,230931.7652239305,57.142857142857146,34.79189834539343,13478.158038,1,15598.764058304741
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13478.158038,1470763.94,164.470105,189,23.0,7011.451892571429,11694.93107705668,718839.3200000001,383318.68721717404,81.14285714285714,56.73161544038908,173.95250199999998,1,7763.773737353151
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,173.95250199999998,156825.0,47.047498,3,24.0,6372.710305285715,11964.701728539072,677705.22,430212.7084258038,74.85714285714286,63.21241589916909,107057.699166,1,58249.846499948406
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107057.699166,5201395.47,834.927894,290,18.0,21629.617139142858,39432.655472479666,1335107.1199999999,1757978.3515487746,114.0,96.6712642584824,83271.920116,1,56117.69003253631
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,83271.920116,5798272.0200000005,1584.415224,222,39.0,33536.31997242857,44094.410119207394,2020575.0285714285,2417347.2180438647,137.14285714285714,100.88843437419472,122370.868533,1,19701.878964509477
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122370.868533,1804870.08,90.243471,74,25.0,51035.93544885714,52090.693110085704,2218204.1700000004,2319388.7025152794,140.42857142857142,97.94702163730682,-175.727839,0,62596.46688498578
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,-175.727839,1147722.14,175.727839,68,43.0,46581.308301,55322.08510263786,2306746.1742857145,2255046.360647468,135.57142857142858,100.96675549053617,21321.685333999998,1,65435.39368552467
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21321.685333999998,2046340.19,210.146766,76,31.0,49642.65083571429,52845.34002065724,2518026.977142857,2130779.4030698794,131.71428571428572,102.9153605083878,-8.552978,0,12363.560618551015
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,-8.552978,171059.99,8.552978,51,38.0,47715.97783342857,54600.31561298307,2332354.984285714,2288066.896404507,112.0,103.32956982393762,3079.6778,1,11527.409904624346
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3079.6778,166444.0,8.3222,1,29.0,48131.08144742857,54188.12250117139,2333729.1271428573,2286544.9626010014,111.71428571428571,103.68335495747662,-160.892595,0,1828.5546743270202
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-160.892595,169642.0,50.892595,6,30.0,32814.13976728572,49725.284120765966,1614907.2028571428,2008836.9489188322,71.14285714285714,73.44936707562239,-804.150986,0,2081.6341289749193
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-804.150986,702502.7,122.852796,23,39.0,20803.272467000003,45478.930337141195,886940.1571428571,799473.1567364164,42.714285714285715,32.33014220875147,104.612103,1,467.2837207655308
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,104.612103,91292.99,27.387897000000002,6,47.0,3336.6644055714305,8029.942068080836,642143.4299999999,730972.5231976344,33.0,31.570027980137503,2752.312007,1,1847.728071358778
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2752.312007,811877.66,122.91815,121,72.0,3754.955812142859,7891.552574754815,594165.6471428572,702734.158046592,40.57142857142857,44.90307021001696,452.184479,1,1438.848381127413
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,452.184479,101376.46,7.062931,23,63.0,773.5985471428592,1514.2922788485205,316313.6857142857,304584.43658733676,33.0,42.32808366400096,-9.471399,0,1479.367002943425
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,-9.471399,189428.0,9.471399,3,60.0,773.4673441428592,1514.371379288601,318937.6871428572,303200.48853945866,26.142857142857142,42.81132471449023,33.737244000000004,1,254.98079175212376
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,33.737244000000004,282780.0,14.13899,41,65.0,338.33297900000207,1130.1271750490012,335557.1157142857,296564.4486960099,31.857142857142858,41.546875419733496,425.398502,1,239.57509560957863
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,329.209391,26339.81,9.218929,8,83.0,130.15545633333332,175.4651642607486,12802.296666666667,11723.876165553496,5.333333333333333,3.7859388972001824,219.051559,1,133.57446214356386
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,219.051559,27223.66,9.528281,6,81.0,152.379482,150.00326167575477,16407.6375,11984.439007653147,5.5,3.1091263510296048,399.21090799999996,1,90.82249296048604
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,399.21090799999996,87063.35,30.472167,14,79.0,201.7457672,170.4725328528394,30538.780000000006,33259.07433352062,7.2,4.658325879540846,-11.900658,0,206.0780747145327
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,-11.900658,34001.9,11.900658,12,77.0,166.13802966666665,175.65925366819266,31115.96666666667,29781.398340359825,8.0,4.604345773288535,-3.173628,0,234.87663271156077
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,-3.173628,9067.51,3.173628,4,79.0,141.95065,172.65191333633814,27966.187142857143,28435.14579875154,7.428571428571429,4.466808810815721,-3.410463,0,4.971595226487675
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,-3.410463,9744.18,3.410463,1,78.0,141.7634807142857,172.83471736543436,28500.95571428572,27984.83687517633,6.571428571428571,5.094347941825426,1282.925716,1,742.598180280153
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1282.925716,57116.32,19.990712,7,75.0,315.9875464285714,458.7767381510256,35793.81857142858,27815.25369231988,7.428571428571429,4.466808810815721,12.203978999999997,1,738.2003238832023
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,12.203978999999997,23986.34,8.395214,7,81.0,270.701059,472.6891420146718,35457.60857142858,27962.406429007766,7.285714285714286,4.46147530585589,158.718874,1,695.226746098083
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,158.718874,87066.1,30.473126,27,83.0,262.082104,474.3350581044092,44006.52857142857,33604.134879746794,10.285714285714286,8.59678788296896,-7.00486,0,90.64578493922753
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,-7.00486,20013.89,7.00486,3,80.0,204.05128,479.5819244666674,34428.03428571428,28445.712186298464,8.714285714285714,8.807464366741916,852.677374,1,456.08776552844586
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,852.677374,86914.37,30.420029999999997,15,79.0,327.5624274285714,523.9733579691493,41986.958571428564,34664.159546755414,9.142857142857142,9.063269671749659,898.8166229999999,1,510.178879220781
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,898.8166229999999,39912.96,13.969522000000001,13,75.0,456.4181775714286,539.7540900496815,46393.451428571425,31607.791400287388,10.428571428571429,8.847921466972585,-46.405357,0,532.9044909668496
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,-46.405357,134989.44,47.246296,29,79.0,450.2760498571428,546.0665274566345,64285.631428571425,41351.10684101312,14.428571428571429,10.113640011673061,805.128223,1,520.789712141938
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,805.128223,224664.62,78.632589,37,79.0,382.01926514285714,445.18415517082275,88221.10285714285,72937.3676784177,18.714285714285715,12.512850537404677,-33.595684999999996,0,487.9773422703074
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,-33.595684999999996,95987.73,33.595684999999996,32,70.0,375.476456,451.81234573436245,98507.0157142857,67221.98714938163,22.285714285714285,12.175306782093632,4384.112261,1,2346.2284640908665
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4384.112261,172531.56999999998,60.38604000000001,10,79.0,979.1040827142858,1565.0569404014448,110716.36857142858,72362.5540160511,19.857142857142858,12.759683530931468,212.45685699999999,1,2482.585821252329
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,212.45685699999999,68223.67,23.878277,16,75.0,1010.4557565714287,1544.0680031338864,117603.48,64115.38950521213,21.714285714285715,10.672617387724618,-17.495845,0,2477.557297476839
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,-17.495845,49988.14,17.495845,23,78.0,886.1452967142858,1593.1360495350227,112328.30428571429,68434.78575431962,22.857142857142858,10.253919111386487,-57.10822,0,145.5522335499393
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,-57.10822,163166.37,57.10822,28,76.0,749.584604857143,1632.3561554967546,129935.93428571428,62276.595129404974,25.0,9.380831519646854,-19.972341,0,22.18988806746697
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,-19.972341,57063.840000000004,19.972341,3,80.0,753.36075,1630.2370875102556,118803.70571428571,67930.80354336924,21.285714285714285,12.243560017607699,5084.335852,1,2957.752196858846
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5084.335852,351735.97,123.107562,41,78.0,1364.6761255714287,2312.4574883651508,136956.7557142857,106795.55111054638,21.857142857142858,13.158375931050802,363.002835,1,2842.874647605058
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,363.002835,76400.96,26.740329,16,76.0,1421.333057,2277.076820641966,134158.64571428573,108293.94859335381,19.571428571428573,12.474736374731433,-52.468165,0,2853.3710215089645
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,-52.468165,149909.08000000002,52.468165,21,79.0,787.5358532857143,1901.4297359658526,130926.86142857143,107290.85054646667,21.142857142857142,11.739230119966289,-54.666038,0,240.50927562148576
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,-54.666038,156188.7,54.666038,18,72.0,749.3754397142857,1917.5072750170418,143493.2942857143,103817.9683350581,21.428571428571427,11.616900660347444,-36772.053497,0,21199.428033160886
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,-36772.053497,588765.94,206.068057,64,72.0,-4501.275653428572,14354.704132969702,220461.5514285714,188292.65793150142,27.285714285714285,19.914101249401856,-17.504880999999997,0,21209.52917413864
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,-17.504880999999997,50013.950000000004,17.504880999999997,3,74.0,-4495.618033571429,14356.755300631623,204296.91999999998,198605.6939594657,23.714285714285715,21.906728690171015,1828.4052020000001,1,21772.68793608801
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,1828.4052020000001,337257.92000000004,118.04025999999999,35,66.0,-4231.564098857143,14469.348814700408,244324.64571428573,192115.78363599413,28.285714285714285,20.130526452085032,-4.199857,0,1061.9166916836318
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,-4.199857,11999.59,4.199857,2,66.0,-4958.4977715714285,14044.915564692817,195790.87714285715,203059.88362141387,22.714285714285715,21.383126414023167,-16.797764,0,1061.7104121235325
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,-16.797764,47993.61,16.797764,9,73.0,-5012.755,14021.64601991826,191732.6842857143,206104.62366344887,21.714285714285715,21.906728690171015,691.7843849999999,1,405.51231675813335
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,691.7843849999999,192658.47,67.430431,54,71.0,-4906.433207142858,14068.271254205478,197839.74000000002,205290.5524981485,26.428571428571427,25.05232619177404,229.73959100000002,1,359.71162546200316
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,229.73959100000002,141275.24,49.446315999999996,20,72.0,-4865.803831571428,14085.019273546863,195709.24571428567,205871.41057620916,26.714285714285715,24.951381295860728,-24.142691999999997,0,362.97226360203246
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,-24.142691999999997,68979.14,24.142691999999997,6,72.0,383.897712,688.4715461151408,121453.98857142858,113481.48045232336,18.428571428571427,19.552128126772143,4227.495589,1,2384.77592607886
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4227.495589,154264.47,53.99255,27,67.0,990.3263505714286,1574.8962485147842,136346.92,109307.31232679175,21.857142857142858,18.470052981593128,-9.449794,0,2450.4540440580286
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,-9.449794,26999.41,9.449794,8,65.0,727.7756368571429,1565.057783739137,92024.27571428572,70153.04889489262,18.0,18.083141320025128,490.367535,1,2315.442709033139
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,490.367535,104475.19,36.566300999999996,31,67.0,798.4281214285714,1537.4257308263677,105235.0757142857,60632.91172003201,22.142857142857142,17.101935284528196,-43.75655,0,298.96567641725306
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,-43.75655,125018.75,43.75655,24,67.0,794.5768662857145,1539.8401009084878,116238.66714285713,55265.05089525408,24.285714285714285,16.09051776372538,-30.458908,0,304.61055715689616
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,-30.458908,87025.45,30.458908,14,54.0,691.3992530000002,1571.7423248131445,101148.23571428572,44243.14079594404,18.571428571428573,9.554355775546268,5222.780986,1,3036.805444028688
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,5222.780986,277373.29,97.080639,23,48.0,1404.690880857143,2294.2333416526694,120590.81428571428,80149.57818505385,19.0,9.695359714832659,-18.899767,0,3029.6281431342154
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,-18.899767,53999.340000000004,18.899767,6,67.0,1405.439870142857,2293.6899231933617,118450.84285714284,81937.30578966756,19.0,9.695359714832659,-8.395113,0,3023.257923798871
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,-8.395113,23986.050000000003,8.395113,4,69.0,800.312627,1959.4964829015446,99839.64,87081.06910450761,15.714285714285714,10.40375390126541,896.484634,1,525.49124729173
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,896.484634,206016.43,72.105746,9,71.0,929.731831,1926.7436848622692,125413.5,88400.91534165827,15.857142857142858,10.286375640113667,621.601599,1,463.9080182883157
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,621.601599,98901.26000000001,34.615441,10,68.0,948.4795544285714,1922.389584097369,124617.2242857143,88645.71681561718,12.857142857142858,7.925245977856072,-23.04196,0,471.9913767158933
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,-23.04196,65834.19,23.04196,10,64.0,951.4387815714286,1920.6227525278248,116162.28714285714,91381.30810039521,10.857142857142858,6.229729031789733,1071.649162,1,550.2206799259116
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,1071.649162,216990.58,75.946694,25,55.0,1108.8827915714287,1871.2543784828872,134728.73428571428,97474.49193342241,12.428571428571429,8.223080178318076,2046.833005,1,1035.5123169208237
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,2046.833005,156882.0,54.90869,22,66.0,655.1759371428573,766.3985662834556,117515.69285714286,76460.1593493879,12.285714285714286,8.014867137894132,229.46761700000002,1,909.4934703712837
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,229.46761700000002,63248.95,22.137125,9,53.0,690.6569920000002,735.100645779741,118837.06571428572,75249.87920572783,12.714285714285714,7.696628822938993,-15.751622000000001,0,1126.7360510351439
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,-15.751622000000001,45004.64,15.751622000000001,10,56.0,689.6060621428572,736.2709317690365,121839.72142857143,71141.48606628191,13.571428571428571,6.85218074428725,2071.003443,1,1140.609002165156
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,2071.003443,188144.09,65.850416,25,57.0,857.3944634285716,905.6267311381184,119286.53000000001,67862.09761807889,15.857142857142858,7.690439333539869,1099.4746200000002,1,1044.2018104808683
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,1099.4746200000002,145853.4,51.048685,23,66.0,925.6620378571431,902.8971842697241,125993.97857142855,67831.7723526489,17.714285714285715,7.609517849690734,866.747695,1,638.7829550704938
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,866.747695,234922.57,82.222887,36,64.0,1052.774845714286,804.328696799185,150149.46142857143,72765.28756697926,21.428571428571427,9.360504666899516,159.016505,1,489.81403358636726
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,159.016505,158780.89,55.573295,24,70.0,922.398751857143,871.887814438974,141833.79142857142,66947.03914624445,21.285714285714285,9.304376850247875,3478.188569,1,1748.209086757813
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,3478.188569,126303.14,44.206092,25,73.0,1126.8781181428571,1260.6980002441082,137465.38285714286,66798.96194446784,21.714285714285715,9.411239481143202,-10.499327000000001,0,1967.0867648816088
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,-10.499327000000001,29998.09,10.499327000000001,8,72.0,1092.5971261428572,1292.0405196940517,132715.25999999998,73774.20773216209,21.571428571428573,9.641181512261914,-11.55119,0,2014.4986112206198
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,-11.55119,33003.4,11.55119,7,70.0,1093.197187857143,1291.4408144394702,131000.79714285713,76250.1681339182,21.142857142857142,10.286375640113663,5848.564455,1,3383.0357393110335
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,5848.564455,482127.94,168.74476099999998,53,76.0,1632.848761,2222.077192375368,172998.49,154144.30465092746,25.142857142857142,15.931400560199465,-15.748349000000001,0,3384.551611170885
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,-15.748349000000001,44995.29,15.748349000000001,6,76.0,1473.5311940000004,2305.1201031608625,158590.1885714286,161636.2011775433,22.714285714285715,17.528208557582126,7054.132705999999,1,3782.1241298778655
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,7054.132705999999,785972.7,275.090432,52,77.0,2357.4433384285717,3087.2667093395594,237311.63571428572,289009.88699830795,25.0,20.36336579906835,-15.750927,0,4081.798474447603
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,-15.750927,45002.65,15.750927,7,72.0,2332.4765624285715,3108.641222672035,221057.60142857142,297244.7367761499,22.571428571428573,21.485321678277188,-7.349985,0,4079.3762381701035
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,-7.349985,20999.96,7.349985,5,75.0,1834.5424832857145,3173.0234096106183,206014.29,305392.4100369122,19.714285714285715,22.418104928192047,-8.400105,0,4.577356647528176
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,-8.400105,24000.3,8.400105,4,72.0,1834.8423721428571,3172.8200605587335,205157.46285714282,305976.4139801552,19.142857142857142,22.813947279596103,-96.60119399999999,0,51.228756835484106
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,-96.60119399999999,276003.46,96.60119399999999,21,74.0,1822.6923715714288,3181.2207962085454,239871.75714285712,296837.76540718623,21.142857142857142,22.176778932241803,-34.296119,0,45.335707070185784
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,-34.296119,97988.96,34.296119,16,74.0,982.2837181428571,2677.6154756941314,184994.76,279594.41759932606,15.857142857142858,17.160308577534103,1877.199747,1,1122.0211319161997
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,1877.199747,592097.63,207.234159,38,74.0,1252.7048747142858,2655.5181946364146,263152.2371428571,308871.86843005527,20.428571428571427,18.319908504658194,1180.386986,1,967.369243119428
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,1180.386986,252491.58,88.37205,14,71.0,413.5983432857144,788.5247713377257,186940.64857142858,207575.6714410979,15.0,11.916375287812986,-22.049377,0,960.776462552783
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,-22.049377,62998.22,22.049377,7,74.0,412.69856471428585,789.0997363202572,189511.4442857143,205627.09916773473,15.0,11.916375287812986,1987.452114,1,1011.2124381347296
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,1987.452114,190061.52,66.52153,17,64.0,697.6702931428572,954.9010522919904,213663.0957142857,192013.92738238673,16.714285714285715,11.071198154284323,-10.499073,0,1156.8663562608228
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,-10.499073,29997.36,10.499073,4,60.0,697.3704405714286,955.1600156203073,214519.81857142856,191037.55234324315,16.714285714285715,11.071198154284323,747.582509,1,1008.6107002543927
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,747.582509,74216.28,25.975694999999998,11,63.0,817.9681124285715,889.2232227014224,185693.07857142857,195388.5260325088,15.285714285714286,11.071198154284323,-6.300072,0,436.47150775908824
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,-6.300072,18000.21,6.300072,3,53.0,821.9675477142857,884.8031221745913,174266.11428571425,203541.5247546769,13.428571428571429,11.984116472191332,-88.202567,0,460.72111193350645
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,-88.202567,252007.37,88.202567,21,51.0,541.1957885714287,802.1143484819623,125681.79142857144,102885.36186801906,11.0,6.757711644237765,4070.264002,1,2377.601272767931
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,4070.264002,364194.84,127.46818,31,46.0,954.0353622857144,1565.9409333812405,141639.4,130727.21030346176,13.428571428571429,10.195704043977589,-41.996528,0,2387.665033393062
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,-41.996528,119990.08,41.996528,12,40.0,951.1857692857144,1568.0299374252647,149781.0942857143,126726.65376452901,14.142857142857142,9.83918308649269,1764.502496,1,2061.1752922730366
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,1764.502496,223530.97,78.235829,17,30.0,919.3358238571429,1545.576620314157,154562.4442857143,129108.72095739047,14.142857142857142,9.83918308649269,-10.499745,0,1034.0102938404473
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,-10.499745,29999.27,10.499745,3,47.0,919.335727857143,1545.5766876945358,154562.71714285715,129108.41382860173,14.0,10.016652800877814,1168.468022,1,903.3138108632012
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,1168.468022,97200.55,34.02019,13,53.0,979.4622297142859,1545.9681510026294,157846.1842857143,126999.53759131781,14.285714285714286,9.94508732514511,1082.029262,1,657.1474068518222
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,1082.029262,103880.08,36.358022,10,50.0,1134.937848857143,1483.7839660298037,170114.73714285716,114800.63694208297,15.285714285714286,8.92028186614238,-89.257767,0,702.5262894073066
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,-89.257767,255022.22,89.257767,14,44.0,1134.7871060000002,1483.928986227643,170545.43,115164.15552617962,14.285714285714286,8.557925872435169,-94.604547,0,677.7916362278521
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,-94.604547,270298.74,94.604547,20,29.0,539.8058847142859,777.6708891231347,157131.70142857142,91985.35061957854,12.714285714285714,5.4072262055600415,11360.456063,1,6612.039384785455
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,11360.456063,671917.11,235.170963,43,28.0,2168.7276834285717,4119.120147148049,235978.41999999998,212475.3750441745,17.142857142857142,12.615183595289336,1817.351639,1,6136.568423303676
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,1817.351639,169887.02,59.460443,19,29.0,2176.277561,4118.304117751485,228314.99857142856,213961.3469560526,17.428571428571427,12.63404320156646,-26.602324,0,6111.9569557545665
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,-26.602324,76006.65,26.602324,10,25.0,2173.9771925714285,4119.733417701717,234887.48142857145,207462.07286990923,18.428571428571427,11.530497862294629,2630.2978789999997,1,1361.3820487220414
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,2630.2978789999997,138690.01,48.541495,13,25.0,2382.810029285714,4097.257668215374,240814.54714285716,203426.24451466498,18.428571428571427,11.530497862294629,-29.400389,0,1534.7704168524194
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,-29.400389,84001.13,29.400389,7,33.0,2224.034364857143,4176.828599841844,237974.69714285713,205781.58648277452,18.0,11.94431524477928,-58.797837,0,1544.133783957928
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,-58.797837,167993.85,58.797837,21,52.0,2228.3857834285714,4174.031878678763,225542.07285714286,207204.03708947718,19.0,11.846237095944575,-50.400180999999996,0,15.142224847003659
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,-50.400180999999996,144000.57,50.400180999999996,22,65.0,2234.7006928571427,4169.963129237551,207499.47714285715,208153.86477746273,19.285714285714285,11.89837924136849,-57.727006,0,4.570734269200747
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,-57.727006,164934.32,57.727006,9,69.0,603.531683,1131.5463094788847,135073.3642857143,39533.63685850412,14.428571428571429,6.160550377391695,2345.155357,1,1385.1945512228128
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,2345.155357,642356.11,224.82460700000001,53,61.0,678.9322141428571,1238.4452456305005,202568.9485714286,197320.241759558,19.285714285714285,15.965737123752287,2068.94842,1,1314.8436085720373
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,2068.94842,146122.7,51.142944,16,60.0,978.2966061428572,1291.6083353839033,212585.52714285717,191519.14938305924,20.142857142857142,15.539504190166124,94.70342,1,1227.3594632937093
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,94.70342,99879.67,34.957881,9,74.0,616.0688262857142,1091.075808073076,207041.19285714292,194552.6461587613,19.571428571428573,15.914952537966123,-15.398312,0,1172.9071439955073
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,-15.398312,43995.18,15.398312,3,74.0,618.069123,1089.707204124,201326.05714285717,199299.14641536144,19.0,16.50252505931542,2194.43511,1,1245.2817160766335
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,2194.43511,225308.37,78.8579,21,70.0,939.959544,1185.0638158504664,209513.84571428574,198878.41122005536,19.0,16.50252505931542,-8.398064,0,1273.8319321987963
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,-8.398064,23994.47,8.398064,2,71.0,945.9598464285715,1179.3059560728345,192370.1171428572,210310.81449518443,16.142857142857142,17.591935381764863,-9.803735000000001,0,1272.2123023951567
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,-9.803735000000001,28011.55,9.803735000000001,21,69.0,952.806028,1172.6283769525057,172809.72142857144,219456.3678071567,17.857142857142858,17.36306973078754,-181.783127,0,99.70060786827423
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,-181.783127,519380.44,181.783127,65,68.0,591.814816,1055.6828101039528,155241.76857142858,176278.00269468778,19.571428571428573,21.50858079044379,-52.503374,0,89.54833422963685
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,-52.503374,150009.65,52.503374,10,68.0,288.750274,844.302730351011,155797.04714285716,176250.60979434082,18.714285714285715,21.792309696421853,6085.358725,1,3581.5995354489123
